,Unnamed: 0,Statecode,Districtcode,VillageCode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,21,381,1868000,1151,593,558,83,90,104,107,109,105,91,89,77,67,53,43,40,28,24,13,14,4
1,1,21,381,1868100,1272,667,605,92,99,115,119,121,116,100,98,86,74,59,48,44,31,27,15,16,4
2,2,21,381,1868200,1066,558,508,77,83,96,99,101,97,84,82,72,62,49,40,37,26,22,12,13,3
3,3,21,381,1868300,980,506,474,71,76,89,91,93,90,77,75,66,57,45,37,34,24,20,11,12,3
4,4,21,381,1868400,171,94,77,12,13,15,16,16,15,13,13,11,10,7,6,6,4,3,2,2,0
5,5,21,381,1868500,848,409,439,61,66,77,79,80,77,67,65,57,49,39,32,29,21,18,10,11,2
6,6,21,381,1868600,427,211,216,31,33,38,40,40,39,33,33,28,25,19,16,15,10,9,5,5,1
7,7,21,381,1868700,970,473,497,70,76,88,90,92,89,76,75,65,57,45,36,34,24,20,11,12,3
8,8,21,381,1868800,1240,600,640,90,97,112,116,118,113,98,95,84,72,57,46,43,30,26,14,16,4
9,9,21,381,1868900,1430,709,721,103,112,130,133,136,131,113,110,96,84,66,54,50,35,30,17,18,5
10,10,21,381,1869000,3077,1560,1517,223,241,279,288,293,282,243,238,208,180,142,116,108,76,65,36,39,10
11,11,21,381,1869100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,21,381,1869200,1453,716,737,105,113,132,136,138,133,115,112,98,85,67,55,51,35,31,17,18,5
13,13,21,381,1869300,502,247,255,36,39,45,47,47,46,39,38,34,29,23,19,17,12,10,5,6,1
14,14,21,381,1869400,533,267,266,38,41,48,49,50,48,42,41,36,31,24,20,18,13,11,6,6,1
15,15,21,381,1869500,62,41,21,4,4,5,5,5,5,4,4,4,3,2,2,2,1,1,0,0,0
16,16,21,381,1869600,189,93,96,13,14,17,17,18,17,14,14,12,11,8,7,6,4,4,2,2,0
17,17,21,381,1869700,243,124,119,17,19,22,22,23,22,19,18,16,14,11,9,8,6,5,2,3,0
18,18,21,381,1869800,2211,1091,1120,160,173,201,207,210,203,175,171,149,130,102,83,77,54,47,26,28,7
19,19,21,381,1869900,967,489,478,70,75,87,90,92,88,76,74,65,56,44,36,34,23,20,11,12,3
20,20,21,381,1870000,1118,562,556,81,87,101,104,106,102,88,86,75,65,51,42,39,27,23,13,14,3
21,21,21,381,1870100,2931,1512,1419,212,229,266,274,279,269,232,226,198,172,136,110,103,72,62,34,38,10
22,22,21,381,1870200,1958,979,979,142,153,178,183,186,179,155,151,132,115,90,74,68,48,41,23,25,6
23,23,21,381,1870300,814,405,409,59,63,74,76,77,74,64,62,55,47,37,30,28,20,17,9,10,2
24,24,21,381,1870400,1024,510,514,74,80,93,95,97,94,81,79,69,60,47,38,36,25,21,12,13,3
25,25,21,381,1870500,476,239,237,34,37,43,44,45,43,37,36,32,27,22,18,16,11,10,5,6,1
26,26,21,381,1870600,1623,823,800,117,127,147,152,154,149,128,125,109,95,75,61,57,40,34,19,21,5
27,27,21,381,1870700,848,415,433,61,66,77,79,80,77,67,65,57,49,39,32,29,21,18,10,11,2
28,28,21,381,1870800,126,66,60,9,9,11,11,12,11,9,9,8,7,5,4,4,3,2,1,1,0
29,29,21,381,1870900,2774,1391,1383,201,217,252,259,264,254,219,214,187,163,128,105,97,68,59,33,36,9
30,30,21,381,1871000,436,235,201,31,34,39,40,41,40,34,33,29,25,20,16,15,10,9,5,5,1
31,31,21,381,1871100,473,248,225,34,37,43,44,45,43,37,36,32,27,21,17,16,11,10,5,6,1
32,32,21,381,1871200,669,341,328,48,52,60,62,63,61,52,51,45,39,31,25,23,16,14,7,8,2
33,33,21,381,1871300,986,513,473,71,77,89,92,93,90,78,76,66,57,45,37,34,24,21,11,12,3
34,34,21,381,1871400,872,478,394,63,68,79,81,83,80,69,67,59,51,40,33,30,21,18,10,11,3
35,35,21,381,1871500,747,358,389,54,58,67,69,71,68,59,57,50,43,34,28,26,18,15,8,9,2
36,36,21,381,1871600,894,470,424,64,70,81,83,85,82,70,69,60,52,41,33,31,22,19,10,11,3
37,37,21,381,1871700,257,123,134,18,20,23,24,24,23,20,19,17,15,11,9,9,6,5,3,3,0
38,38,21,381,1871800,1202,596,606,87,94,109,112,114,110,95,92,81,70,55,45,42,29,25,14,15,4
39,39,21,381,1871900,1266,636,630,91,99,115,118,120,116,100,97,85,74,58,47,44,31,27,15,16,4
40,40,21,381,1872000,1690,859,831,122,132,153,158,161,155,133,130,114,99,78,63,59,41,36,20,21,5
41,41,21,381,1872100,421,205,216,30,33,38,39,40,38,33,32,28,24,19,15,14,10,8,5,5,1
42,42,21,381,1872200,767,391,376,55,60,69,71,73,70,60,59,51,45,35,29,26,18,16,9,9,2
43,43,21,381,1872300,1243,637,606,90,97,113,116,118,114,98,96,84,73,57,47,43,30,26,14,16,4
44,44,21,381,1872400,606,310,296,44,47,55,56,57,55,48,46,41,35,28,22,21,15,12,7,7,2
45,45,21,381,1872500,2904,1488,1416,210,227,264,272,276,266,230,224,196,170,134,109,102,71,61,34,37,10
46,46,21,381,1872600,136,79,57,9,10,12,12,12,12,10,10,9,7,6,5,4,3,2,1,1,0
47,47,21,381,1872700,521,280,241,37,40,47,48,49,47,41,40,35,30,24,19,18,12,11,6,6,1
48,48,21,381,1872800,455,228,227,33,35,41,42,43,41,36,35,30,26,21,17,16,11,9,5,5,1
49,49,21,381,1872900,983,484,499,71,77,89,92,93,90,77,76,66,57,45,37,34,24,20,11,12,3
50,50,21,381,1873000,2363,1197,1166,171,185,214,221,225,217,187,182,160,138,109,89,83,58,50,28,30,8
51,51,21,381,1873100,430,216,214,31,33,39,40,40,39,34,33,29,25,19,16,15,10,9,5,5,1
52,52,21,381,1873200,424,212,212,30,33,38,39,40,38,33,32,28,24,19,16,14,10,9,5,5,1
53,53,21,381,1873300,182,97,85,13,14,16,17,17,16,14,14,12,10,8,6,6,4,3,2,2,0
54,54,21,381,1873400,1335,682,653,96,104,121,125,127,122,105,103,90,78,61,50,46,33,28,15,17,4
55,55,21,381,1873500,822,427,395,59,64,74,77,78,75,65,63,55,48,38,31,28,20,17,9,10,2
56,56,21,381,1873600,3425,1784,1641,248,268,311,320,326,314,271,264,232,201,159,129,120,84,73,40,44,11
57,57,21,381,1873700,436,228,208,31,34,39,40,41,40,34,33,29,25,20,16,15,10,9,5,5,1
58,58,21,381,1873800,2310,1228,1082,167,181,210,216,220,212,182,178,156,135,107,87,81,57,49,27,29,8
59,59,21,381,1873900,22,13,9,1,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0
60,60,21,381,1874000,1717,897,820,124,134,156,160,163,157,136,132,116,100,79,64,60,42,36,20,22,6
61,61,21,381,1874100,739,372,367,53,57,67,69,70,67,58,57,50,43,34,27,26,18,15,8,9,2
62,62,21,381,1874200,1113,561,552,80,87,101,104,106,102,88,86,75,65,51,42,39,27,23,13,14,3
63,63,21,381,1874300,940,466,474,68,73,85,88,89,86,74,72,63,55,43,35,33,23,20,11,12,3
64,64,21,381,1874400,1626,837,789,118,127,147,152,154,149,128,125,110,95,75,61,57,40,34,19,21,5
65,65,21,381,1874500,826,413,413,60,64,75,77,78,75,65,63,55,48,38,31,29,20,17,9,10,2
66,66,21,381,1874600,321,159,162,23,25,29,30,30,29,25,24,21,18,14,12,11,7,6,3,4,1
67,67,21,381,1874700,2452,1243,1209,178,192,222,229,233,225,194,189,166,144,113,92,86,60,52,29,31,8
68,68,21,381,1874800,578,317,261,41,45,52,54,55,53,45,44,39,33,26,21,20,14,12,6,7,2
69,69,21,381,1874900,903,460,443,65,70,82,84,86,82,71,69,61,53,41,34,31,22,19,10,11,3
70,70,21,381,1875000,477,253,224,34,37,43,44,45,43,37,36,32,28,22,18,16,11,10,5,6,1
71,71,21,381,1875100,799,422,377,58,62,72,74,76,73,63,61,54,46,37,30,28,19,17,9,10,2
72,72,21,381,1875200,627,304,323,45,49,57,58,59,57,49,48,42,36,29,23,22,15,13,7,8,2
73,73,21,381,1875300,219,104,115,15,17,19,20,20,20,17,16,14,12,10,8,7,5,4,2,2,0
74,74,21,381,1875400,549,286,263,39,43,49,51,52,50,43,42,37,32,25,20,19,13,11,6,7,1
75,75,21,381,1875500,1534,782,752,111,120,139,143,146,140,121,118,103,90,71,58,53,37,32,18,19,5
76,76,21,381,1875600,1053,549,504,76,82,95,98,100,96,83,81,71,61,48,39,37,26,22,12,13,3
77,77,21,381,1875700,493,245,248,35,38,44,46,46,45,39,38,33,28,22,18,17,12,10,5,6,1
78,78,21,381,1875800,704,347,357,51,55,64,65,67,64,55,54,47,41,32,26,24,17,15,8,9,2
79,79,21,381,1875900,528,270,258,38,41,48,49,50,48,41,40,35,31,24,19,18,13,11,6,6,1
80,80,21,381,1876000,281,140,141,20,22,25,26,26,25,22,21,19,16,13,10,9,6,5,3,3,0
81,81,21,381,1876100,665,337,328,48,52,60,62,63,61,52,51,45,39,30,25,23,16,14,7,8,2
82,82,21,381,1876200,232,122,110,16,18,21,21,22,21,18,17,15,13,10,8,8,5,4,2,3,0
83,83,21,381,1876300,863,418,445,62,67,78,80,82,79,68,66,58,50,40,32,30,21,18,10,11,3
84,84,21,381,1876400,286,151,135,20,22,26,26,27,26,22,22,19,16,13,10,10,7,6,3,3,1
85,85,21,381,1876500,951,479,472,69,74,86,89,90,87,75,73,64,55,44,35,33,23,20,11,12,3
86,86,21,381,1876600,263,134,129,19,20,23,24,25,24,20,20,17,15,12,9,9,6,5,3,3,0
87,87,21,381,1876700,530,267,263,38,41,48,49,50,48,41,40,35,31,24,20,18,13,11,6,6,1
88,88,21,381,1876800,300,145,155,21,23,27,28,28,27,23,23,20,17,13,11,10,7,6,3,3,1
89,89,21,381,1876900,999,512,487,72,78,90,93,95,91,79,77,67,58,46,37,35,24,21,11,12,3
90,90,21,381,1877000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91,21,381,1877100,570,291,279,41,44,51,53,54,52,45,44,38,33,26,21,20,14,12,6,7,1
92,92,21,381,1877200,1582,810,772,114,124,143,148,150,145,125,122,107,93,73,59,55,39,33,18,20,5
93,93,21,381,1877300,1207,614,593,87,94,109,113,115,110,95,93,81,70,56,45,42,29,25,14,15,4
94,94,21,381,1877400,1478,737,741,107,115,134,138,140,135,117,114,100,86,68,55,52,36,31,17,19,5
95,95,21,381,1877500,1753,894,859,127,137,159,164,167,161,138,135,118,103,81,66,61,43,37,20,22,6
96,96,21,381,1877600,1419,718,701,103,111,129,132,135,130,112,109,96,83,65,53,49,35,30,16,18,4
97,97,21,381,1877700,688,347,341,49,53,62,64,65,63,54,53,46,40,31,26,24,17,14,8,8,2
98,98,21,381,1877800,614,310,304,44,48,55,57,58,56,48,47,41,36,28,23,21,15,13,7,7,2
99,99,21,381,1877900,799,406,393,58,62,72,74,76,73,63,61,54,46,37,30,28,19,17,9,10,2
100,100,21,381,1878000,476,255,221,34,37,43,44,45,43,37,36,32,27,22,18,16,11,10,5,6,1
101,101,21,381,1878100,540,278,262,39,42,49,50,51,49,42,41,36,31,25,20,18,13,11,6,7,1
102,102,21,381,1878200,1146,606,540,83,89,104,107,109,105,90,88,77,67,53,43,40,28,24,13,14,4
103,103,21,381,1878300,1510,773,737,109,118,137,141,143,138,119,116,102,88,70,57,53,37,32,17,19,5
104,104,21,381,1878400,714,353,361,51,55,64,66,68,65,56,55,48,41,33,27,25,17,15,8,9,2
105,105,21,381,1878500,1729,890,839,125,135,157,161,164,158,136,133,117,101,80,65,60,42,36,20,22,6
106,106,21,381,1878600,1010,515,495,73,79,91,94,96,92,80,78,68,59,46,38,35,25,21,12,13,3
107,107,21,381,1878700,723,357,366,52,56,65,67,68,66,57,55,48,42,33,27,25,17,15,8,9,2
108,108,21,381,1878800,863,441,422,62,67,78,80,82,79,68,66,58,50,40,32,30,21,18,10,11,3
109,109,21,381,1878900,775,390,385,56,60,70,72,73,71,61,59,52,45,35,29,27,19,16,9,10,2
110,110,21,381,1879000,549,261,288,39,43,49,51,52,50,43,42,37,32,25,20,19,13,11,6,7,1
111,111,21,381,1879100,717,359,358,52,56,65,67,68,65,56,55,48,42,33,27,25,17,15,8,9,2
112,112,21,381,1879200,729,376,353,52,57,66,68,69,66,57,56,49,42,33,27,25,18,15,8,9,2
113,113,21,381,1879300,328,163,165,23,25,29,30,31,30,25,25,22,19,15,12,11,8,7,3,4,1
114,114,21,381,1879400,874,459,415,63,68,79,81,83,80,69,67,59,51,40,33,30,21,18,10,11,3
115,115,21,381,1879500,661,341,320,48,51,60,61,63,60,52,51,44,38,30,25,23,16,14,7,8,2
116,116,21,381,1879600,410,219,191,29,32,37,38,39,37,32,31,27,24,19,15,14,10,8,4,5,1
117,117,21,381,1879700,517,252,265,37,40,47,48,49,47,40,39,35,30,24,19,18,12,11,6,6,1
118,118,21,381,1879800,3003,1487,1516,218,235,273,281,286,275,237,232,203,176,139,113,105,74,64,35,38,10
119,119,21,381,1879900,2260,1154,1106,164,177,205,211,215,207,179,174,153,132,104,85,79,55,48,26,29,7
120,120,21,381,1880000,2542,1237,1305,184,199,231,238,242,233,201,196,172,149,118,96,89,62,54,30,32,8
121,121,21,381,1880100,1031,517,514,74,80,93,96,98,94,81,79,69,60,47,39,36,25,22,12,13,3
122,122,21,381,1880200,606,311,295,44,47,55,56,57,55,48,46,41,35,28,22,21,15,12,7,7,2
123,123,21,381,1880300,1586,812,774,115,124,144,148,151,145,125,122,107,93,73,60,55,39,33,18,20,5
124,124,21,381,1880400,628,317,311,45,49,57,58,59,57,49,48,42,36,29,23,22,15,13,7,8,2
125,125,21,381,1880500,995,495,500,72,78,90,93,94,91,78,76,67,58,46,37,35,24,21,11,12,3
126,126,21,381,1880600,3637,1863,1774,264,285,330,340,346,334,288,281,246,213,168,137,127,90,77,43,47,12
127,127,21,381,1880700,413,195,218,30,32,37,38,39,37,32,31,27,24,19,15,14,10,8,4,5,1
128,128,21,381,1880800,196,97,99,14,15,17,18,18,18,15,15,13,11,9,7,6,4,4,2,2,0
129,129,21,381,1880900,385,211,174,27,30,35,36,36,35,30,29,26,22,17,14,13,9,8,4,4,1
130,130,21,381,1881000,173,81,92,12,13,15,16,16,15,13,13,11,10,8,6,6,4,3,2,2,0
131,131,21,381,1881100,202,100,102,14,15,18,18,19,18,16,15,13,11,9,7,7,5,4,2,2,0
132,132,21,381,1881200,1684,830,854,122,132,153,157,160,154,133,130,114,99,78,63,59,41,35,20,21,5
