,Unnamed: 0,Statecode,Districtcode,VillageCode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,21,381,1868000,1277,657,620,92,100,116,119,121,117,101,98,86,75,59,48,44,31,27,15,16,4
1,1,21,381,1868100,1411,740,671,102,110,128,132,134,129,111,109,95,82,65,53,49,34,30,16,18,4
2,2,21,381,1868200,1182,619,563,85,92,107,110,112,108,93,91,80,69,54,44,41,29,25,14,15,4
3,3,21,381,1868300,1087,561,526,78,85,98,101,103,99,86,84,73,63,50,41,38,26,23,12,14,3
4,4,21,381,1868400,189,104,85,13,14,17,17,18,17,14,14,12,11,8,7,6,4,4,2,2,0
5,5,21,381,1868500,940,453,487,68,73,85,88,89,86,74,72,63,55,43,35,33,23,20,11,12,3
6,6,21,381,1868600,473,234,239,34,37,43,44,45,43,37,36,32,27,21,17,16,11,10,5,6,1
7,7,21,381,1868700,1076,524,552,78,84,97,100,102,98,85,83,72,63,49,40,37,26,22,12,13,3
8,8,21,381,1868800,1375,665,710,99,107,125,128,131,126,108,106,93,80,63,52,48,34,29,16,17,4
9,9,21,381,1868900,1586,786,800,115,124,144,148,151,145,125,122,107,93,73,60,55,39,33,18,20,5
10,10,21,381,1869000,3413,1730,1683,247,267,310,319,325,313,270,263,231,200,158,129,120,84,72,40,44,11
11,11,21,381,1869100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,21,381,1869200,1611,794,817,117,126,146,150,153,148,127,124,109,94,74,60,56,39,34,19,20,5
13,13,21,381,1869300,557,274,283,40,43,50,52,53,51,44,43,37,32,25,21,19,13,11,6,7,1
14,14,21,381,1869400,591,296,295,42,46,53,55,56,54,46,45,40,34,27,22,20,14,12,7,7,2
15,15,21,381,1869500,68,45,23,4,5,6,6,6,6,5,5,4,3,3,2,2,1,1,0,0,0
16,16,21,381,1869600,209,103,106,15,16,19,19,19,19,16,16,14,12,9,7,7,5,4,2,2,0
17,17,21,381,1869700,269,137,132,19,21,24,25,25,24,21,20,18,15,12,10,9,6,5,3,3,0
18,18,21,381,1869800,2452,1210,1242,178,192,222,229,233,225,194,189,166,144,113,92,86,60,52,29,31,8
19,19,21,381,1869900,1072,542,530,77,84,97,100,102,98,84,82,72,63,49,40,37,26,22,12,13,3
